"subject" "activity" "variabletype" "description" "domain" "acceleration" "instrument" "jerk" "statistic" "axis" "mean"
"178" 1 "WALKING_DOWNSTAIRS" 46 "fBodyAcc-std()-Z" "Frequency" "body" "Accelerometer" "nojerk" "standard Deviation" "Z" -0.297927894693878
"179" 1 "WALKING_DOWNSTAIRS" 47 "fBodyAccJerk-mean()-X" "Frequency" "body" "Accelerometer" "jerk" "mean" "X" -0.0276638676122449
"180" 1 "WALKING_DOWNSTAIRS" 48 "fBodyAccJerk-mean()-Y" "Frequency" "body" "Accelerometer" "jerk" "mean" "Y" -0.12866715764898
"181" 1 "WALKING_DOWNSTAIRS" 49 "fBodyAccJerk-mean()-Z" "Frequency" "body" "Accelerometer" "jerk" "mean" "Z" -0.288334735714286
"182" 1 "WALKING_DOWNSTAIRS" 50 "fBodyAccJerk-std()-X" "Frequency" "body" "Accelerometer" "jerk" "standard Deviation" "X" -0.0863278966402041
"183" 1 "WALKING_DOWNSTAIRS" 51 "fBodyAccJerk-std()-Y" "Frequency" "body" "Accelerometer" "jerk" "standard Deviation" "Y" -0.134580008877551
"184" 1 "WALKING_DOWNSTAIRS" 52 "fBodyAccJerk-std()-Z" "Frequency" "body" "Accelerometer" "jerk" "standard Deviation" "Z" -0.401721464285714
"185" 1 "WALKING_DOWNSTAIRS" 53 "fBodyGyro-mean()-X" "Frequency" "body" "Gyroscope" "nojerk" "mean" "X" -0.352449631363265
"186" 1 "WALKING_DOWNSTAIRS" 54 "fBodyGyro-mean()-Y" "Frequency" "body" "Gyroscope" "nojerk" "mean" "Y" -0.0557022524693878
"187" 1 "WALKING_DOWNSTAIRS" 55 "fBodyGyro-mean()-Z" "Frequency" "body" "Gyroscope" "nojerk" "mean" "Z" -0.0318694271979592
"188" 1 "WALKING_DOWNSTAIRS" 56 "fBodyGyro-std()-X" "Frequency" "body" "Gyroscope" "nojerk" "standard Deviation" "X" -0.495422486102041
"189" 1 "WALKING_DOWNSTAIRS" 57 "fBodyGyro-std()-Y" "Frequency" "body" "Gyroscope" "nojerk" "standard Deviation" "Y" -0.181414728657143
"190" 1 "WALKING_DOWNSTAIRS" 58 "fBodyGyro-std()-Z" "Frequency" "body" "Gyroscope" "nojerk" "standard Deviation" "Z" -0.238443565306122
"191" 1 "WALKING_DOWNSTAIRS" 59 "fBodyAccMag-mean()" "Frequency" "body" "Accelerometer" "nojerk" "mean" "Magnitude" 0.0965845343040816
"192" 1 "WALKING_DOWNSTAIRS" 60 "fBodyAccMag-std()" "Frequency" "body" "Accelerometer" "nojerk" "standard Deviation" "Magnitude" -0.186530301073469
"193" 1 "WALKING_DOWNSTAIRS" 61 "fBodyBodyAccJerkMag-mean()" "Frequency" "body" "Accelerometer" "jerk" "mean" "Magnitude" 0.0262184949326531
"194" 1 "WALKING_DOWNSTAIRS" 62 "fBodyBodyAccJerkMag-std()" "Frequency" "body" "Accelerometer" "jerk" "standard Deviation" "Magnitude" -0.104052260726531
"195" 1 "WALKING_DOWNSTAIRS" 63 "fBodyBodyGyroMag-mean()" "Frequency" "body" "Gyroscope" "nojerk" "mean" "Magnitude" -0.185720285744898
"196" 1 "WALKING_DOWNSTAIRS" 64 "fBodyBodyGyroMag-std()" "Frequency" "body" "Gyroscope" "nojerk" "standard Deviation" "Magnitude" -0.398350390122449
"197" 1 "WALKING_DOWNSTAIRS" 65 "fBodyBodyGyroJerkMag-mean()" "Frequency" "body" "Gyroscope" "jerk" "mean" "Magnitude" -0.281963359177551
"198" 1 "WALKING_DOWNSTAIRS" 66 "fBodyBodyGyroJerkMag-std()" "Frequency" "body" "Gyroscope" "jerk" "standard Deviation" "Magnitude" -0.391919876612245
"199" 1 "SITTING" 1 "tBodyAcc-mean()-X" "Time" "body" "Accelerometer" "nojerk" "mean" "X" 0.261237565425532
"200" 1 "SITTING" 2 "tBodyAcc-mean()-Y" "Time" "body" "Accelerometer" "nojerk" "mean" "Y" -0.00130828765170213
"201" 1 "SITTING" 3 "tBodyAcc-mean()-Z" "Time" "body" "Accelerometer" "nojerk" "mean" "Z" -0.104544182255319
"202" 1 "SITTING" 4 "tBodyAcc-std()-X" "Time" "body" "Accelerometer" "nojerk" "standard Deviation" "X" -0.977229008297872
"203" 1 "SITTING" 5 "tBodyAcc-std()-Y" "Time" "body" "Accelerometer" "nojerk" "standard Deviation" "Y" -0.922618641914894
"204" 1 "SITTING" 6 "tBodyAcc-std()-Z" "Time" "body" "Accelerometer" "nojerk" "standard Deviation" "Z" -0.93958629106383
"205" 1 "SITTING" 7 "tGravityAcc-mean()-X" "Time" "gravity" "Accelerometer" "nojerk" "mean" "X" 0.831509933404255
"206" 1 "SITTING" 8 "tGravityAcc-mean()-Y" "Time" "gravity" "Accelerometer" "nojerk" "mean" "Y" 0.204411592680851
"207" 1 "SITTING" 9 "tGravityAcc-mean()-Z" "Time" "gravity" "Accelerometer" "nojerk" "mean" "Z" 0.332043702765957
"208" 1 "SITTING" 10 "tGravityAcc-std()-X" "Time" "gravity" "Accelerometer" "nojerk" "standard Deviation" "X" -0.968457145744681
"209" 1 "SITTING" 11 "tGravityAcc-std()-Y" "Time" "gravity" "Accelerometer" "nojerk" "standard Deviation" "Y" -0.935517055957447
"210" 1 "SITTING" 12 "tGravityAcc-std()-Z" "Time" "gravity" "Accelerometer" "nojerk" "standard Deviation" "Z" -0.949040933191489
"211" 1 "SITTING" 13 "tBodyAccJerk-mean()-X" "Time" "body" "Accelerometer" "jerk" "mean" "X" 0.0774825199574468
"212" 1 "SITTING" 14 "tBodyAccJerk-mean()-Y" "Time" "body" "Accelerometer" "jerk" "mean" "Y" -0.000619102785106384
"213" 1 "SITTING" 15 "tBodyAccJerk-mean()-Z" "Time" "body" "Accelerometer" "jerk" "mean" "Z" -0.00336779235021277
"214" 1 "SITTING" 16 "tBodyAccJerk-std()-X" "Time" "body" "Accelerometer" "jerk" "standard Deviation" "X" -0.986430711276596
"215" 1 "SITTING" 17 "tBodyAccJerk-std()-Y" "Time" "body" "Accelerometer" "jerk" "standard Deviation" "Y" -0.981371965319149
"216" 1 "SITTING" 18 "tBodyAccJerk-std()-Z" "Time" "body" "Accelerometer" "jerk" "standard Deviation" "Z" -0.987910804468085
"217" 1 "SITTING" 19 "tBodyGyro-mean()-X" "Time" "body" "Gyroscope" "nojerk" "mean" "X" -0.045350056512766
"218" 1 "SITTING" 20 "tBodyGyro-mean()-Y" "Time" "body" "Gyroscope" "nojerk" "mean" "Y" -0.0919241549361702
"219" 1 "SITTING" 21 "tBodyGyro-mean()-Z" "Time" "body" "Gyroscope" "nojerk" "mean" "Z" 0.0629313811914894
"220" 1 "SITTING" 22 "tBodyGyro-std()-X" "Time" "body" "Gyroscope" "nojerk" "standard Deviation" "X" -0.977211283191489
"221" 1 "SITTING" 23 "tBodyGyro-std()-Y" "Time" "body" "Gyroscope" "nojerk" "standard Deviation" "Y" -0.966473895319149
"222" 1 "SITTING" 24 "tBodyGyro-std()-Z" "Time" "body" "Gyroscope" "nojerk" "standard Deviation" "Z" -0.941425920851064
"223" 1 "SITTING" 25 "tBodyGyroJerk-mean()-X" "Time" "body" "Gyroscope" "jerk" "mean" "X" -0.0936793807234043
"224" 1 "SITTING" 26 "tBodyGyroJerk-mean()-Y" "Time" "body" "Gyroscope" "jerk" "mean" "Y" -0.0402118124255319
"225" 1 "SITTING" 27 "tBodyGyroJerk-mean()-Z" "Time" "body" "Gyroscope" "jerk" "mean" "Z" -0.046702627
"226" 1 "SITTING" 28 "tBodyGyroJerk-std()-X" "Time" "body" "Gyroscope" "jerk" "standard Deviation" "X" -0.99173159212766
"227" 1 "SITTING" 29 "tBodyGyroJerk-std()-Y" "Time" "body" "Gyroscope" "jerk" "standard Deviation" "Y" -0.989518068510638
"228" 1 "SITTING" 30 "tBodyGyroJerk-std()-Z" "Time" "body" "Gyroscope" "jerk" "standard Deviation" "Z" -0.987935806382979
"229" 1 "SITTING" 31 "tBodyAccMag-mean()" "Time" "body" "Accelerometer" "nojerk" "mean" "Magnitude" -0.948536786170213
"230" 1 "SITTING" 32 "tBodyAccMag-std()" "Time" "body" "Accelerometer" "nojerk" "standard Deviation" "Magnitude" -0.927078418723404
"231" 1 "SITTING" 33 "tGravityAccMag-mean()" "Time" "gravity" "Accelerometer" "nojerk" "mean" "Magnitude" -0.948536786170213
"232" 1 "SITTING" 34 "tGravityAccMag-std()" "Time" "gravity" "Accelerometer" "nojerk" "standard Deviation" "Magnitude" -0.927078418723404
"233" 1 "SITTING" 35 "tBodyAccJerkMag-mean()" "Time" "body" "Accelerometer" "jerk" "mean" "Magnitude" -0.987364195531915
"234" 1 "SITTING" 36 "tBodyAccJerkMag-std()" "Time" "body" "Accelerometer" "jerk" "standard Deviation" "Magnitude" -0.984120024042553
"235" 1 "SITTING" 37 "tBodyGyroMag-mean()" "Time" "body" "Gyroscope" "nojerk" "mean" "Magnitude" -0.93089249
"236" 1 "SITTING" 38 "tBodyGyroMag-std()" "Time" "body" "Gyroscope" "nojerk" "standard Deviation" "Magnitude" -0.934531840425532
"237" 1 "SITTING" 39 "tBodyGyroJerkMag-mean()" "Time" "body" "Gyroscope" "jerk" "mean" "Magnitude" -0.991976341276596
"238" 1 "SITTING" 40 "tBodyGyroJerkMag-std()" "Time" "body" "Gyroscope" "jerk" "standard Deviation" "Magnitude" -0.988308728510638
"239" 1 "SITTING" 41 "fBodyAcc-mean()-X" "Frequency" "body" "Accelerometer" "nojerk" "mean" "X" -0.979641238723404
"240" 1 "SITTING" 42 "fBodyAcc-mean()-Y" "Frequency" "body" "Accelerometer" "nojerk" "mean" "Y" -0.944084550425532
"241" 1 "SITTING" 43 "fBodyAcc-mean()-Z" "Frequency" "body" "Accelerometer" "nojerk" "mean" "Z" -0.959184889148936
"242" 1 "SITTING" 44 "fBodyAcc-std()-X" "Frequency" "body" "Accelerometer" "nojerk" "standard Deviation" "X" -0.976412313191489
"243" 1 "SITTING" 45 "fBodyAcc-std()-Y" "Frequency" "body" "Accelerometer" "nojerk" "standard Deviation" "Y" -0.917275006382979
"244" 1 "SITTING" 46 "fBodyAcc-std()-Z" "Frequency" "body" "Accelerometer" "nojerk" "standard Deviation" "Z" -0.934469558085106
"245" 1 "SITTING" 47 "fBodyAccJerk-mean()-X" "Frequency" "body" "Accelerometer" "jerk" "mean" "X" -0.986597022553191
"246" 1 "SITTING" 48 "fBodyAccJerk-mean()-Y" "Frequency" "body" "Accelerometer" "jerk" "mean" "Y" -0.981579467021277
"247" 1 "SITTING" 49 "fBodyAccJerk-mean()-Z" "Frequency" "body" "Accelerometer" "jerk" "mean" "Z" -0.986053092340425
"248" 1 "SITTING" 50 "fBodyAccJerk-std()-X" "Frequency" "body" "Accelerometer" "jerk" "standard Deviation" "X" -0.987492994468085
"249" 1 "SITTING" 51 "fBodyAccJerk-std()-Y" "Frequency" "body" "Accelerometer" "jerk" "standard Deviation" "Y" -0.982513909574468
"250" 1 "SITTING" 52 "fBodyAccJerk-std()-Z" "Frequency" "body" "Accelerometer" "jerk" "standard Deviation" "Z" -0.988339184893617
"251" 1 "SITTING" 53 "fBodyGyro-mean()-X" "Frequency" "body" "Gyroscope" "nojerk" "mean" "X" -0.976161464042553
"252" 1 "SITTING" 54 "fBodyGyro-mean()-Y" "Frequency" "body" "Gyroscope" "nojerk" "mean" "Y" -0.975838585319149
"253" 1 "SITTING" 55 "fBodyGyro-mean()-Z" "Frequency" "body" "Gyroscope" "nojerk" "mean" "Z" -0.951315544468085
"254" 1 "SITTING" 56 "fBodyGyro-std()-X" "Frequency" "body" "Gyroscope" "nojerk" "standard Deviation" "X" -0.977904227021277
"255" 1 "SITTING" 57 "fBodyGyro-std()-Y" "Frequency" "body" "Gyroscope" "nojerk" "standard Deviation" "Y" -0.962345042553192
"256" 1 "SITTING" 58 "fBodyGyro-std()-Z" "Frequency" "body" "Gyroscope" "nojerk" "standard Deviation" "Z" -0.94391784106383
"257" 1 "SITTING" 59 "fBodyAccMag-mean()" "Frequency" "body" "Accelerometer" "nojerk" "mean" "Magnitude" -0.947782922553192
"258" 1 "SITTING" 60 "fBodyAccMag-std()" "Frequency" "body" "Accelerometer" "nojerk" "standard Deviation" "Magnitude" -0.928444801702128
"259" 1 "SITTING" 61 "fBodyBodyAccJerkMag-mean()" "Frequency" "body" "Accelerometer" "jerk" "mean" "Magnitude" -0.985262126808511
"260" 1 "SITTING" 62 "fBodyBodyAccJerkMag-std()" "Frequency" "body" "Accelerometer" "jerk" "standard Deviation" "Magnitude" -0.981606177446808
"261" 1 "SITTING" 63 "fBodyBodyGyroMag-mean()" "Frequency" "body" "Gyroscope" "nojerk" "mean" "Magnitude" -0.958435589361702
"262" 1 "SITTING" 64 "fBodyBodyGyroMag-std()" "Frequency" "body" "Gyroscope" "nojerk" "standard Deviation" "Magnitude" -0.932198374893617
"263" 1 "SITTING" 65 "fBodyBodyGyroJerkMag-mean()" "Frequency" "body" "Gyroscope" "jerk" "mean" "Magnitude" -0.989797547234043
"264" 1 "SITTING" 66 "fBodyBodyGyroJerkMag-std()" "Frequency" "body" "Gyroscope" "jerk" "standard Deviation" "Magnitude" -0.987049617234043
"265" 1 "STANDING" 1 "tBodyAcc-mean()-X" "Time" "body" "Accelerometer" "nojerk" "mean" "X" 0.278917629056604
"266" 1 "STANDING" 2 "tBodyAcc-mean()-Y" "Time" "body" "Accelerometer" "nojerk" "mean" "Y" -0.0161375901037736
"267" 1 "STANDING" 3 "tBodyAcc-mean()-Z" "Time" "body" "Accelerometer" "nojerk" "mean" "Z" -0.110601817735849
"268" 1 "STANDING" 4 "tBodyAcc-std()-X" "Time" "body" "Accelerometer" "nojerk" "standard Deviation" "X" -0.995759901509434
"269" 1 "STANDING" 5 "tBodyAcc-std()-Y" "Time" "body" "Accelerometer" "nojerk" "standard Deviation" "Y" -0.973190056415094
"270" 1 "STANDING" 6 "tBodyAcc-std()-Z" "Time" "body" "Accelerometer" "nojerk" "standard Deviation" "Z" -0.979775876981132
"271" 1 "STANDING" 7 "tGravityAcc-mean()-X" "Time" "gravity" "Accelerometer" "nojerk" "mean" "X" 0.942952000377358
"272" 1 "STANDING" 8 "tGravityAcc-mean()-Y" "Time" "gravity" "Accelerometer" "nojerk" "mean" "Y" -0.272983832264151
"273" 1 "STANDING" 9 "tGravityAcc-mean()-Z" "Time" "gravity" "Accelerometer" "nojerk" "mean" "Z" 0.0134905823226415
"274" 1 "STANDING" 10 "tGravityAcc-std()-X" "Time" "gravity" "Accelerometer" "nojerk" "standard Deviation" "X" -0.99376298509434
"275" 1 "STANDING" 11 "tGravityAcc-std()-Y" "Time" "gravity" "Accelerometer" "nojerk" "standard Deviation" "Y" -0.981225957924528
"276" 1 "STANDING" 12 "tGravityAcc-std()-Z" "Time" "gravity" "Accelerometer" "nojerk" "standard Deviation" "Z" -0.976324063584906
"277" 1 "STANDING" 13 "tBodyAccJerk-mean()-X" "Time" "body" "Accelerometer" "jerk" "mean" "X" 0.0753766542264151
"278" 1 "STANDING" 14 "tBodyAccJerk-mean()-Y" "Time" "body" "Accelerometer" "jerk" "mean" "Y" 0.00797573092830189
"279" 1 "STANDING" 15 "tBodyAccJerk-mean()-Z" "Time" "body" "Accelerometer" "jerk" "mean" "Z" -0.00368524954709434
"280" 1 "STANDING" 16 "tBodyAccJerk-std()-X" "Time" "body" "Accelerometer" "jerk" "standard Deviation" "X" -0.994604542264151
"281" 1 "STANDING" 17 "tBodyAccJerk-std()-Y" "Time" "body" "Accelerometer" "jerk" "standard Deviation" "Y" -0.98564873245283
"282" 1 "STANDING" 18 "tBodyAccJerk-std()-Z" "Time" "body" "Accelerometer" "jerk" "standard Deviation" "Z" -0.992251177358491
"283" 1 "STANDING" 19 "tBodyGyro-mean()-X" "Time" "body" "Gyroscope" "nojerk" "mean" "X" -0.0239877347979245
"284" 1 "STANDING" 20 "tBodyGyro-mean()-Y" "Time" "body" "Gyroscope" "nojerk" "mean" "Y" -0.0593972209811321
"285" 1 "STANDING" 21 "tBodyGyro-mean()-Z" "Time" "body" "Gyroscope" "nojerk" "mean" "Z" 0.074800751
"286" 1 "STANDING" 22 "tBodyGyro-std()-X" "Time" "body" "Gyroscope" "nojerk" "standard Deviation" "X" -0.987191946603774
"287" 1 "STANDING" 23 "tBodyGyro-std()-Y" "Time" "body" "Gyroscope" "nojerk" "standard Deviation" "Y" -0.98773444
"288" 1 "STANDING" 24 "tBodyGyro-std()-Z" "Time" "body" "Gyroscope" "nojerk" "standard Deviation" "Z" -0.980645626981132
"289" 1 "STANDING" 25 "tBodyGyroJerk-mean()-X" "Time" "body" "Gyroscope" "jerk" "mean" "X" -0.0996092129056604
"290" 1 "STANDING" 26 "tBodyGyroJerk-mean()-Y" "Time" "body" "Gyroscope" "jerk" "mean" "Y" -0.0440627877924528
"291" 1 "STANDING" 27 "tBodyGyroJerk-mean()-Z" "Time" "body" "Gyroscope" "jerk" "mean" "Z" -0.0489505466716981
"292" 1 "STANDING" 28 "tBodyGyroJerk-std()-X" "Time" "body" "Gyroscope" "jerk" "standard Deviation" "X" -0.992945106981132
"293" 1 "STANDING" 29 "tBodyGyroJerk-std()-Y" "Time" "body" "Gyroscope" "jerk" "standard Deviation" "Y" -0.995137917358491
"294" 1 "STANDING" 30 "tBodyGyroJerk-std()-Z" "Time" "body" "Gyroscope" "jerk" "standard Deviation" "Z" -0.992108467169811
"295" 1 "STANDING" 31 "tBodyAccMag-mean()" "Time" "body" "Accelerometer" "nojerk" "mean" "Magnitude" -0.984278207358491
"296" 1 "STANDING" 32 "tBodyAccMag-std()" "Time" "body" "Accelerometer" "nojerk" "standard Deviation" "Magnitude" -0.981942928867925
"297" 1 "STANDING" 33 "tGravityAccMag-mean()" "Time" "gravity" "Accelerometer" "nojerk" "mean" "Magnitude" -0.984278207358491
"298" 1 "STANDING" 34 "tGravityAccMag-std()" "Time" "gravity" "Accelerometer" "nojerk" "standard Deviation" "Magnitude" -0.981942928867925
"299" 1 "STANDING" 35 "tBodyAccJerkMag-mean()" "Time" "body" "Accelerometer" "jerk" "mean" "Magnitude" -0.992367790566038
"300" 1 "STANDING" 36 "tBodyAccJerkMag-std()" "Time" "body" "Accelerometer" "jerk" "standard Deviation" "Magnitude" -0.993096209433962
"301" 1 "STANDING" 37 "tBodyGyroMag-mean()" "Time" "body" "Gyroscope" "nojerk" "mean" "Magnitude" -0.976493792830189
"302" 1 "STANDING" 38 "tBodyGyroMag-std()" "Time" "body" "Gyroscope" "nojerk" "standard Deviation" "Magnitude" -0.978690028679245
"303" 1 "STANDING" 39 "tBodyGyroJerkMag-mean()" "Time" "body" "Gyroscope" "jerk" "mean" "Magnitude" -0.994966790566038
"304" 1 "STANDING" 40 "tBodyGyroJerkMag-std()" "Time" "body" "Gyroscope" "jerk" "standard Deviation" "Magnitude" -0.994733238679245
"305" 1 "STANDING" 41 "fBodyAcc-mean()-X" "Frequency" "body" "Accelerometer" "nojerk" "mean" "X" -0.995249932641509
"306" 1 "STANDING" 42 "fBodyAcc-mean()-Y" "Frequency" "body" "Accelerometer" "nojerk" "mean" "Y" -0.977070847735849
"307" 1 "STANDING" 43 "fBodyAcc-mean()-Z" "Frequency" "body" "Accelerometer" "nojerk" "mean" "Z" -0.985297098679245
"308" 1 "STANDING" 44 "fBodyAcc-std()-X" "Frequency" "body" "Accelerometer" "nojerk" "standard Deviation" "X" -0.99602834509434
"309" 1 "STANDING" 45 "fBodyAcc-std()-Y" "Frequency" "body" "Accelerometer" "nojerk" "standard Deviation" "Y" -0.972293102075472
"310" 1 "STANDING" 46 "fBodyAcc-std()-Z" "Frequency" "body" "Accelerometer" "nojerk" "standard Deviation" "Z" -0.977937259622642
"311" 1 "STANDING" 47 "fBodyAccJerk-mean()-X" "Frequency" "body" "Accelerometer" "jerk" "mean" "X" -0.994630797358491
"312" 1 "STANDING" 48 "fBodyAccJerk-mean()-Y" "Frequency" "body" "Accelerometer" "jerk" "mean" "Y" -0.985418704528302
"313" 1 "STANDING" 49 "fBodyAccJerk-mean()-Z" "Frequency" "body" "Accelerometer" "jerk" "mean" "Z" -0.990752166037736
"314" 1 "STANDING" 50 "fBodyAccJerk-std()-X" "Frequency" "body" "Accelerometer" "jerk" "standard Deviation" "X" -0.995073759245283
"315" 1 "STANDING" 51 "fBodyAccJerk-std()-Y" "Frequency" "body" "Accelerometer" "jerk" "standard Deviation" "Y" -0.987018226792453
"316" 1 "STANDING" 52 "fBodyAccJerk-std()-Z" "Frequency" "body" "Accelerometer" "jerk" "standard Deviation" "Z" -0.992349818113208
"317" 1 "STANDING" 53 "fBodyGyro-mean()-X" "Frequency" "body" "Gyroscope" "nojerk" "mean" "X" -0.986386786037736
"318" 1 "STANDING" 54 "fBodyGyro-mean()-Y" "Frequency" "body" "Gyroscope" "nojerk" "mean" "Y" -0.988984455849057
"319" 1 "STANDING" 55 "fBodyGyro-mean()-Z" "Frequency" "body" "Gyroscope" "nojerk" "mean" "Z" -0.980773122830189
"320" 1 "STANDING" 56 "fBodyGyro-std()-X" "Frequency" "body" "Gyroscope" "nojerk" "standard Deviation" "X" -0.987497128679245
"321" 1 "STANDING" 57 "fBodyGyro-std()-Y" "Frequency" "body" "Gyroscope" "nojerk" "standard Deviation" "Y" -0.987107727735849
"322" 1 "STANDING" 58 "fBodyGyro-std()-Z" "Frequency" "body" "Gyroscope" "nojerk" "standard Deviation" "Z" -0.98234533
"323" 1 "STANDING" 59 "fBodyAccMag-mean()" "Frequency" "body" "Accelerometer" "nojerk" "mean" "Magnitude" -0.985356361132075
"324" 1 "STANDING" 60 "fBodyAccMag-std()" "Frequency" "body" "Accelerometer" "nojerk" "standard Deviation" "Magnitude" -0.982313804716981
"325" 1 "STANDING" 61 "fBodyBodyAccJerkMag-mean()" "Frequency" "body" "Accelerometer" "jerk" "mean" "Magnitude" -0.99254247754717
"326" 1 "STANDING" 62 "fBodyBodyAccJerkMag-std()" "Frequency" "body" "Accelerometer" "jerk" "standard Deviation" "Magnitude" -0.992536003396226
"327" 1 "STANDING" 63 "fBodyBodyGyroMag-mean()" "Frequency" "body" "Gyroscope" "nojerk" "mean" "Magnitude" -0.984617623396226
"328" 1 "STANDING" 64 "fBodyBodyGyroMag-std()" "Frequency" "body" "Gyroscope" "nojerk" "standard Deviation" "Magnitude" -0.978466072075472
"329" 1 "STANDING" 65 "fBodyBodyGyroJerkMag-mean()" "Frequency" "body" "Gyroscope" "jerk" "mean" "Magnitude" -0.994815376981132
"330" 1 "STANDING" 66 "fBodyBodyGyroJerkMag-std()" "Frequency" "body" "Gyroscope" "jerk" "standard Deviation" "Magnitude" -0.994671123207547
"331" 1 "LAYING" 1 "tBodyAcc-mean()-X" "Time" "body" "Accelerometer" "nojerk" "mean" "X" 0.22159824394
"332" 1 "LAYING" 2 "tBodyAcc-mean()-Y" "Time" "body" "Accelerometer" "nojerk" "mean" "Y" -0.0405139534294
"333" 1 "LAYING" 3 "tBodyAcc-mean()-Z" "Time" "body" "Accelerometer" "nojerk" "mean" "Z" -0.11320355358
"334" 1 "LAYING" 4 "tBodyAcc-std()-X" "Time" "body" "Accelerometer" "nojerk" "standard Deviation" "X" -0.9280564692
"335" 1 "LAYING" 5 "tBodyAcc-std()-Y" "Time" "body" "Accelerometer" "nojerk" "standard Deviation" "Y" -0.83682740562
"336" 1 "LAYING" 6 "tBodyAcc-std()-Z" "Time" "body" "Accelerometer" "nojerk" "standard Deviation" "Z" -0.826061401628
"337" 1 "LAYING" 7 "tGravityAcc-mean()-X" "Time" "gravity" "Accelerometer" "nojerk" "mean" "X" -0.24888179828
"338" 1 "LAYING" 8 "tGravityAcc-mean()-Y" "Time" "gravity" "Accelerometer" "nojerk" "mean" "Y" 0.70554977346
"339" 1 "LAYING" 9 "tGravityAcc-mean()-Z" "Time" "gravity" "Accelerometer" "nojerk" "mean" "Z" 0.4458177198
"340" 1 "LAYING" 10 "tGravityAcc-std()-X" "Time" "gravity" "Accelerometer" "nojerk" "standard Deviation" "X" -0.8968300184
"341" 1 "LAYING" 11 "tGravityAcc-std()-Y" "Time" "gravity" "Accelerometer" "nojerk" "standard Deviation" "Y" -0.90772000676
"342" 1 "LAYING" 12 "tGravityAcc-std()-Z" "Time" "gravity" "Accelerometer" "nojerk" "standard Deviation" "Z" -0.85236629022
"343" 1 "LAYING" 13 "tBodyAccJerk-mean()-X" "Time" "body" "Accelerometer" "jerk" "mean" "X" 0.0810865342
"344" 1 "LAYING" 14 "tBodyAccJerk-mean()-Y" "Time" "body" "Accelerometer" "jerk" "mean" "Y" 0.0038382040088
"345" 1 "LAYING" 15 "tBodyAccJerk-mean()-Z" "Time" "body" "Accelerometer" "jerk" "mean" "Z" 0.010834236361
"346" 1 "LAYING" 16 "tBodyAccJerk-std()-X" "Time" "body" "Accelerometer" "jerk" "standard Deviation" "X" -0.958482112
"347" 1 "LAYING" 17 "tBodyAccJerk-std()-Y" "Time" "body" "Accelerometer" "jerk" "standard Deviation" "Y" -0.9241492736
"348" 1 "LAYING" 18 "tBodyAccJerk-std()-Z" "Time" "body" "Accelerometer" "jerk" "standard Deviation" "Z" -0.9548551108
"349" 1 "LAYING" 19 "tBodyGyro-mean()-X" "Time" "body" "Gyroscope" "nojerk" "mean" "X" -0.016553093978
"350" 1 "LAYING" 20 "tBodyGyro-mean()-Y" "Time" "body" "Gyroscope" "nojerk" "mean" "Y" -0.064486124088
"351" 1 "LAYING" 21 "tBodyGyro-mean()-Z" "Time" "body" "Gyroscope" "nojerk" "mean" "Z" 0.14868943626
"352" 1 "LAYING" 22 "tBodyGyro-std()-X" "Time" "body" "Gyroscope" "nojerk" "standard Deviation" "X" -0.87354386782
"353" 1 "LAYING" 23 "tBodyGyro-std()-Y" "Time" "body" "Gyroscope" "nojerk" "standard Deviation" "Y" -0.9510904402
"354" 1 "LAYING" 24 "tBodyGyro-std()-Z" "Time" "body" "Gyroscope" "nojerk" "standard Deviation" "Z" -0.9082846626
"355" 1 "LAYING" 25 "tBodyGyroJerk-mean()-X" "Time" "body" "Gyroscope" "jerk" "mean" "X" -0.107270949192
"356" 1 "LAYING" 26 "tBodyGyroJerk-mean()-Y" "Time" "body" "Gyroscope" "jerk" "mean" "Y" -0.04151728689
"357" 1 "LAYING" 27 "tBodyGyroJerk-mean()-Z" "Time" "body" "Gyroscope" "jerk" "mean" "Z" -0.0740501211
"358" 1 "LAYING" 28 "tBodyGyroJerk-std()-X" "Time" "body" "Gyroscope" "jerk" "standard Deviation" "X" -0.9186085208
"359" 1 "LAYING" 29 "tBodyGyroJerk-std()-Y" "Time" "body" "Gyroscope" "jerk" "standard Deviation" "Y" -0.9679072436
"360" 1 "LAYING" 30 "tBodyGyroJerk-std()-Z" "Time" "body" "Gyroscope" "jerk" "standard Deviation" "Z" -0.9577901596
"361" 1 "LAYING" 31 "tBodyAccMag-mean()" "Time" "body" "Accelerometer" "nojerk" "mean" "Magnitude" -0.8419291525
"362" 1 "LAYING" 32 "tBodyAccMag-std()" "Time" "body" "Accelerometer" "nojerk" "standard Deviation" "Magnitude" -0.79514486386
